Image,Alpha,Beta,Min Score,Recall,MABO
7,0.1,0.6000000000000001,0.41000000000000003,0.0,0.0
8,0.1,0.6000000000000001,0.41000000000000003,0.0,0.0
9,0.1,0.6000000000000001,0.41000000000000003,0.0,0.0
10,0.1,0.6000000000000001,0.41000000000000003,0.0,0.0
1,0.1,0.6000000000000001,0.51,0.0,0.0
2,0.1,0.6000000000000001,0.51,0.0,0.0
3,0.1,0.6000000000000001,0.51,0.0,0.0
4,0.1,0.6000000000000001,0.51,0.0,0.0
5,0.1,0.6000000000000001,0.51,0.0,0.0
6,0.1,0.6000000000000001,0.51,0.0,0.0
7,0.1,0.6000000000000001,0.51,0.0,0.0
8,0.1,0.6000000000000001,0.51,0.0,0.0
9,0.1,0.6000000000000001,0.51,0.0,0.0
10,0.1,0.6000000000000001,0.51,0.0,0.0
1,0.1,0.6000000000000001,0.61,0.0,0.0
2,0.1,0.6000000000000001,0.61,0.0,0.0
3,0.1,0.6000000000000001,0.61,0.0,0.0
4,0.1,0.6000000000000001,0.61,0.0,0.0
5,0.1,0.6000000000000001,0.61,0.0,0.0
6,0.1,0.6000000000000001,0.61,0.0,0.0
7,0.1,0.6000000000000001,0.61,0.0,0.0
8,0.1,0.6000000000000001,0.61,0.0,0.0
9,0.1,0.6000000000000001,0.61,0.0,0.0
10,0.1,0.6000000000000001,0.61,0.0,0.0
1,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
2,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
3,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
4,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
5,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
6,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
7,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
8,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
9,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
10,0.1,0.6000000000000001,0.7100000000000001,0.0,0.0
1,0.1,0.6000000000000001,0.81,0.0,0.0
2,0.1,0.6000000000000001,0.81,0.0,0.0
3,0.1,0.6000000000000001,0.81,0.0,0.0
4,0.1,0.6000000000000001,0.81,0.0,0.0
5,0.1,0.6000000000000001,0.81,0.0,0.0
6,0.1,0.6000000000000001,0.81,0.0,0.0
7,0.1,0.6000000000000001,0.81,0.0,0.0
8,0.1,0.6000000000000001,0.81,0.0,0.0
9,0.1,0.6000000000000001,0.81,0.0,0.0
10,0.1,0.6000000000000001,0.81,0.0,0.0
1,0.1,0.6000000000000001,0.91,0.0,0.0
2,0.1,0.6000000000000001,0.91,0.0,0.0
3,0.1,0.6000000000000001,0.91,0.0,0.0
4,0.1,0.6000000000000001,0.91,0.0,0.0
5,0.1,0.6000000000000001,0.91,0.0,0.0
6,0.1,0.6000000000000001,0.91,0.0,0.0
7,0.1,0.6000000000000001,0.91,0.0,0.0
8,0.1,0.6000000000000001,0.91,0.0,0.0
9,0.1,0.6000000000000001,0.91,0.0,0.0
10,0.1,0.6000000000000001,0.91,0.0,0.0
1,0.1,0.7000000000000001,0.01,0.0,0.0799307801379568
2,0.1,0.7000000000000001,0.01,0.0,0.10871555464973044
3,0.1,0.7000000000000001,0.01,0.0,0.0
4,0.1,0.7000000000000001,0.01,0.0,0.014498299319727891
5,0.1,0.7000000000000001,0.01,0.0,0.04922546681844072
6,0.1,0.7000000000000001,0.01,0.0,0.003932894520813743
7,0.1,0.7000000000000001,0.01,0.0,0.02001937358734259
8,0.1,0.7000000000000001,0.01,0.0,0.17787652194338957
9,0.1,0.7000000000000001,0.01,0.0,0.0
10,0.1,0.7000000000000001,0.01,0.0,0.3294905484445198
1,0.1,0.7000000000000001,0.11,0.0,0.0
2,0.1,0.7000000000000001,0.11,0.0,0.0
3,0.1,0.7000000000000001,0.11,0.0,0.0
4,0.1,0.7000000000000001,0.11,0.0,0.0
5,0.1,0.7000000000000001,0.11,0.0,0.0
6,0.1,0.7000000000000001,0.11,0.0,0.0
7,0.1,0.7000000000000001,0.11,0.0,0.0
8,0.1,0.7000000000000001,0.11,0.0,0.0
9,0.1,0.7000000000000001,0.11,0.0,0.0
10,0.1,0.7000000000000001,0.11,0.0,0.0
1,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
2,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
3,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
4,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
5,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
6,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
7,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
8,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
9,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
10,0.1,0.7000000000000001,0.21000000000000002,0.0,0.0
1,0.1,0.7000000000000001,0.31,0.0,0.0
2,0.1,0.7000000000000001,0.31,0.0,0.0
3,0.1,0.7000000000000001,0.31,0.0,0.0
4,0.1,0.7000000000000001,0.31,0.0,0.0
5,0.1,0.7000000000000001,0.31,0.0,0.0
6,0.1,0.7000000000000001,0.31,0.0,0.0
7,0.1,0.7000000000000001,0.31,0.0,0.0
8,0.1,0.7000000000000001,0.31,0.0,0.0
9,0.1,0.7000000000000001,0.31,0.0,0.0
10,0.1,0.7000000000000001,0.31,0.0,0.0
1,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
2,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
3,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
4,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
5,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
6,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
7,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
8,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
9,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
10,0.1,0.7000000000000001,0.41000000000000003,0.0,0.0
1,0.1,0.7000000000000001,0.51,0.0,0.0
2,0.1,0.7000000000000001,0.51,0.0,0.0
3,0.1,0.7000000000000001,0.51,0.0,0.0
4,0.1,0.7000000000000001,0.51,0.0,0.0
5,0.1,0.7000000000000001,0.51,0.0,0.0
6,0.1,0.7000000000000001,0.51,0.0,0.0
7,0.1,0.7000000000000001,0.51,0.0,0.0
8,0.1,0.7000000000000001,0.51,0.0,0.0
9,0.1,0.7000000000000001,0.51,0.0,0.0
10,0.1,0.7000000000000001,0.51,0.0,0.0
1,0.1,0.7000000000000001,0.61,0.0,0.0
2,0.1,0.7000000000000001,0.61,0.0,0.0
3,0.1,0.7000000000000001,0.61,0.0,0.0
4,0.1,0.7000000000000001,0.61,0.0,0.0
5,0.1,0.7000000000000001,0.61,0.0,0.0
6,0.1,0.7000000000000001,0.61,0.0,0.0
7,0.1,0.7000000000000001,0.61,0.0,0.0
8,0.1,0.7000000000000001,0.61,0.0,0.0
9,0.1,0.7000000000000001,0.61,0.0,0.0
10,0.1,0.7000000000000001,0.61,0.0,0.0
1,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
2,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
3,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
4,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
5,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
6,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
7,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
8,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
9,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
10,0.1,0.7000000000000001,0.7100000000000001,0.0,0.0
1,0.1,0.7000000000000001,0.81,0.0,0.0
2,0.1,0.7000000000000001,0.81,0.0,0.0
3,0.1,0.7000000000000001,0.81,0.0,0.0
4,0.1,0.7000000000000001,0.81,0.0,0.0
5,0.1,0.7000000000000001,0.81,0.0,0.0
6,0.1,0.7000000000000001,0.81,0.0,0.0
7,0.1,0.7000000000000001,0.81,0.0,0.0
8,0.1,0.7000000000000001,0.81,0.0,0.0
9,0.1,0.7000000000000001,0.81,0.0,0.0
10,0.1,0.7000000000000001,0.81,0.0,0.0
1,0.1,0.7000000000000001,0.91,0.0,0.0
2,0.1,0.7000000000000001,0.91,0.0,0.0
3,0.1,0.7000000000000001,0.91,0.0,0.0
4,0.1,0.7000000000000001,0.91,0.0,0.0
5,0.1,0.7000000000000001,0.91,0.0,0.0
6,0.1,0.7000000000000001,0.91,0.0,0.0
7,0.1,0.7000000000000001,0.91,0.0,0.0
8,0.1,0.7000000000000001,0.91,0.0,0.0
9,0.1,0.7000000000000001,0.91,0.0,0.0
10,0.1,0.7000000000000001,0.91,0.0,0.0
1,0.1,0.8,0.01,0.0,0.0799307801379568
2,0.1,0.8,0.01,0.0,0.10871555464973044
3,0.1,0.8,0.01,0.0,0.0
4,0.1,0.8,0.01,0.0,0.014498299319727891
5,0.1,0.8,0.01,0.0,0.04922546681844072
6,0.1,0.8,0.01,0.0,0.003932894520813743
7,0.1,0.8,0.01,0.0,0.02001937358734259
8,0.1,0.8,0.01,0.0,0.17787652194338957
9,0.1,0.8,0.01,0.0,0.0
10,0.1,0.8,0.01,0.0,0.3294905484445198
1,0.1,0.8,0.11,0.0,0.0
2,0.1,0.8,0.11,0.0,0.0
3,0.1,0.8,0.11,0.0,0.0
4,0.1,0.8,0.11,0.0,0.0
5,0.1,0.8,0.11,0.0,0.0
6,0.1,0.8,0.11,0.0,0.0
7,0.1,0.8,0.11,0.0,0.0
8,0.1,0.8,0.11,0.0,0.0
9,0.1,0.8,0.11,0.0,0.0
10,0.1,0.8,0.11,0.0,0.0
1,0.1,0.8,0.21000000000000002,0.0,0.0
2,0.1,0.8,0.21000000000000002,0.0,0.0
3,0.1,0.8,0.21000000000000002,0.0,0.0
4,0.1,0.8,0.21000000000000002,0.0,0.0
5,0.1,0.8,0.21000000000000002,0.0,0.0
6,0.1,0.8,0.21000000000000002,0.0,0.0
7,0.1,0.8,0.21000000000000002,0.0,0.0
8,0.1,0.8,0.21000000000000002,0.0,0.0
9,0.1,0.8,0.21000000000000002,0.0,0.0
10,0.1,0.8,0.21000000000000002,0.0,0.0
1,0.1,0.8,0.31,0.0,0.0
2,0.1,0.8,0.31,0.0,0.0
3,0.1,0.8,0.31,0.0,0.0
4,0.1,0.8,0.31,0.0,0.0
5,0.1,0.8,0.31,0.0,0.0
6,0.1,0.8,0.31,0.0,0.0
7,0.1,0.8,0.31,0.0,0.0
8,0.1,0.8,0.31,0.0,0.0
9,0.1,0.8,0.31,0.0,0.0
10,0.1,0.8,0.31,0.0,0.0
1,0.1,0.8,0.41000000000000003,0.0,0.0
2,0.1,0.8,0.41000000000000003,0.0,0.0
3,0.1,0.8,0.41000000000000003,0.0,0.0
4,0.1,0.8,0.41000000000000003,0.0,0.0
5,0.1,0.8,0.41000000000000003,0.0,0.0
6,0.1,0.8,0.41000000000000003,0.0,0.0
7,0.1,0.8,0.41000000000000003,0.0,0.0
8,0.1,0.8,0.41000000000000003,0.0,0.0
9,0.1,0.8,0.41000000000000003,0.0,0.0
10,0.1,0.8,0.41000000000000003,0.0,0.0
1,0.1,0.8,0.51,0.0,0.0
2,0.1,0.8,0.51,0.0,0.0
3,0.1,0.8,0.51,0.0,0.0
4,0.1,0.8,0.51,0.0,0.0
5,0.1,0.8,0.51,0.0,0.0
6,0.1,0.8,0.51,0.0,0.0
7,0.1,0.8,0.51,0.0,0.0
8,0.1,0.8,0.51,0.0,0.0
9,0.1,0.8,0.51,0.0,0.0
10,0.1,0.8,0.51,0.0,0.0
1,0.1,0.8,0.61,0.0,0.0
2,0.1,0.8,0.61,0.0,0.0
3,0.1,0.8,0.61,0.0,0.0
4,0.1,0.8,0.61,0.0,0.0
5,0.1,0.8,0.61,0.0,0.0
6,0.1,0.8,0.61,0.0,0.0
7,0.1,0.8,0.61,0.0,0.0
8,0.1,0.8,0.61,0.0,0.0
9,0.1,0.8,0.61,0.0,0.0
10,0.1,0.8,0.61,0.0,0.0
1,0.1,0.8,0.7100000000000001,0.0,0.0
2,0.1,0.8,0.7100000000000001,0.0,0.0
3,0.1,0.8,0.7100000000000001,0.0,0.0
4,0.1,0.8,0.7100000000000001,0.0,0.0
5,0.1,0.8,0.7100000000000001,0.0,0.0
6,0.1,0.8,0.7100000000000001,0.0,0.0
7,0.1,0.8,0.7100000000000001,0.0,0.0
8,0.1,0.8,0.7100000000000001,0.0,0.0
9,0.1,0.8,0.7100000000000001,0.0,0.0
10,0.1,0.8,0.7100000000000001,0.0,0.0
1,0.1,0.8,0.81,0.0,0.0
2,0.1,0.8,0.81,0.0,0.0
3,0.1,0.8,0.81,0.0,0.0
4,0.1,0.8,0.81,0.0,0.0
5,0.1,0.8,0.81,0.0,0.0
6,0.1,0.8,0.81,0.0,0.0
7,0.1,0.8,0.81,0.0,0.0
8,0.1,0.8,0.81,0.0,0.0
9,0.1,0.8,0.81,0.0,0.0
10,0.1,0.8,0.81,0.0,0.0
1,0.1,0.8,0.91,0.0,0.0
2,0.1,0.8,0.91,0.0,0.0
3,0.1,0.8,0.91,0.0,0.0
4,0.1,0.8,0.91,0.0,0.0
5,0.1,0.8,0.91,0.0,0.0
6,0.1,0.8,0.91,0.0,0.0
7,0.1,0.8,0.91,0.0,0.0
8,0.1,0.8,0.91,0.0,0.0
9,0.1,0.8,0.91,0.0,0.0
10,0.1,0.8,0.91,0.0,0.0
1,0.1,0.9,0.01,0.0,0.0799307801379568
2,0.1,0.9,0.01,0.0,0.10871555464973044
3,0.1,0.9,0.01,0.0,0.0
4,0.1,0.9,0.01,0.0,0.014498299319727891
5,0.1,0.9,0.01,0.0,0.04922546681844072
6,0.1,0.9,0.01,0.0,0.003932894520813743
7,0.1,0.9,0.01,0.0,0.02001937358734259
8,0.1,0.9,0.01,0.0,0.17787652194338957
9,0.1,0.9,0.01,0.0,0.0
10,0.1,0.9,0.01,0.0,0.3294905484445198
1,0.1,0.9,0.11,0.0,0.0
2,0.1,0.9,0.11,0.0,0.0
3,0.1,0.9,0.11,0.0,0.0
4,0.1,0.9,0.11,0.0,0.0
5,0.1,0.9,0.11,0.0,0.0
6,0.1,0.9,0.11,0.0,0.0
7,0.1,0.9,0.11,0.0,0.0
8,0.1,0.9,0.11,0.0,0.0
9,0.1,0.9,0.11,0.0,0.0
10,0.1,0.9,0.11,0.0,0.0
1,0.1,0.9,0.21000000000000002,0.0,0.0
2,0.1,0.9,0.21000000000000002,0.0,0.0
3,0.1,0.9,0.21000000000000002,0.0,0.0
4,0.1,0.9,0.21000000000000002,0.0,0.0
5,0.1,0.9,0.21000000000000002,0.0,0.0
6,0.1,0.9,0.21000000000000002,0.0,0.0
7,0.1,0.9,0.21000000000000002,0.0,0.0
8,0.1,0.9,0.21000000000000002,0.0,0.0
9,0.1,0.9,0.21000000000000002,0.0,0.0
10,0.1,0.9,0.21000000000000002,0.0,0.0
1,0.1,0.9,0.31,0.0,0.0
2,0.1,0.9,0.31,0.0,0.0
3,0.1,0.9,0.31,0.0,0.0
4,0.1,0.9,0.31,0.0,0.0
5,0.1,0.9,0.31,0.0,0.0
6,0.1,0.9,0.31,0.0,0.0
7,0.1,0.9,0.31,0.0,0.0
8,0.1,0.9,0.31,0.0,0.0
9,0.1,0.9,0.31,0.0,0.0
10,0.1,0.9,0.31,0.0,0.0
1,0.1,0.9,0.41000000000000003,0.0,0.0
2,0.1,0.9,0.41000000000000003,0.0,0.0
3,0.1,0.9,0.41000000000000003,0.0,0.0
4,0.1,0.9,0.41000000000000003,0.0,0.0
5,0.1,0.9,0.41000000000000003,0.0,0.0
6,0.1,0.9,0.41000000000000003,0.0,0.0
7,0.1,0.9,0.41000000000000003,0.0,0.0
8,0.1,0.9,0.41000000000000003,0.0,0.0
9,0.1,0.9,0.41000000000000003,0.0,0.0
10,0.1,0.9,0.41000000000000003,0.0,0.0
1,0.1,0.9,0.51,0.0,0.0
2,0.1,0.9,0.51,0.0,0.0
3,0.1,0.9,0.51,0.0,0.0
4,0.1,0.9,0.51,0.0,0.0
5,0.1,0.9,0.51,0.0,0.0
6,0.1,0.9,0.51,0.0,0.0
7,0.1,0.9,0.51,0.0,0.0
8,0.1,0.9,0.51,0.0,0.0
9,0.1,0.9,0.51,0.0,0.0
10,0.1,0.9,0.51,0.0,0.0
1,0.1,0.9,0.61,0.0,0.0
2,0.1,0.9,0.61,0.0,0.0
3,0.1,0.9,0.61,0.0,0.0
4,0.1,0.9,0.61,0.0,0.0
5,0.1,0.9,0.61,0.0,0.0
6,0.1,0.9,0.61,0.0,0.0
7,0.1,0.9,0.61,0.0,0.0
8,0.1,0.9,0.61,0.0,0.0
9,0.1,0.9,0.61,0.0,0.0
10,0.1,0.9,0.61,0.0,0.0
1,0.1,0.9,0.7100000000000001,0.0,0.0
2,0.1,0.9,0.7100000000000001,0.0,0.0
3,0.1,0.9,0.7100000000000001,0.0,0.0
4,0.1,0.9,0.7100000000000001,0.0,0.0
5,0.1,0.9,0.7100000000000001,0.0,0.0
6,0.1,0.9,0.7100000000000001,0.0,0.0
7,0.1,0.9,0.7100000000000001,0.0,0.0
8,0.1,0.9,0.7100000000000001,0.0,0.0
9,0.1,0.9,0.7100000000000001,0.0,0.0
10,0.1,0.9,0.7100000000000001,0.0,0.0
1,0.1,0.9,0.81,0.0,0.0
2,0.1,0.9,0.81,0.0,0.0
3,0.1,0.9,0.81,0.0,0.0
4,0.1,0.9,0.81,0.0,0.0
5,0.1,0.9,0.81,0.0,0.0
6,0.1,0.9,0.81,0.0,0.0
7,0.1,0.9,0.81,0.0,0.0
8,0.1,0.9,0.81,0.0,0.0
9,0.1,0.9,0.81,0.0,0.0
10,0.1,0.9,0.81,0.0,0.0
1,0.1,0.9,0.91,0.0,0.0
2,0.1,0.9,0.91,0.0,0.0
3,0.1,0.9,0.91,0.0,0.0
4,0.1,0.9,0.91,0.0,0.0
5,0.1,0.9,0.91,0.0,0.0
6,0.1,0.9,0.91,0.0,0.0
7,0.1,0.9,0.91,0.0,0.0
8,0.1,0.9,0.91,0.0,0.0
9,0.1,0.9,0.91,0.0,0.0
10,0.1,0.9,0.91,0.0,0.0
1,0.2,0.1,0.01,0.0,0.06241608295906996
2,0.2,0.1,0.01,0.0,0.0637717919187703
3,0.2,0.1,0.01,0.0,0.0
4,0.2,0.1,0.01,0.0,0.28061428001595534
5,0.2,0.1,0.01,0.0,0.12665957615452225
6,0.2,0.1,0.01,0.0,0.004149566803465572
7,0.2,0.1,0.01,0.0,0.021698417823700356
8,0.2,0.1,0.01,0.0,0.17629181280175427
9,0.2,0.1,0.01,0.0,0.10029224845757759
10,0.2,0.1,0.01,0.0,0.3213878326996198
1,0.2,0.1,0.11,0.0,0.0
2,0.2,0.1,0.11,0.0,0.0
3,0.2,0.1,0.11,0.0,0.0
4,0.2,0.1,0.11,0.0,0.0
5,0.2,0.1,0.11,0.0,0.0
6,0.2,0.1,0.11,0.0,0.0
7,0.2,0.1,0.11,0.0,0.0
8,0.2,0.1,0.11,0.0,0.0
9,0.2,0.1,0.11,0.0,0.0
10,0.2,0.1,0.11,0.0,0.0
1,0.2,0.1,0.21000000000000002,0.0,0.0
2,0.2,0.1,0.21000000000000002,0.0,0.0
3,0.2,0.1,0.21000000000000002,0.0,0.0
4,0.2,0.1,0.21000000000000002,0.0,0.0
5,0.2,0.1,0.21000000000000002,0.0,0.0
6,0.2,0.1,0.21000000000000002,0.0,0.0
7,0.2,0.1,0.21000000000000002,0.0,0.0
8,0.2,0.1,0.21000000000000002,0.0,0.0
9,0.2,0.1,0.21000000000000002,0.0,0.0
10,0.2,0.1,0.21000000000000002,0.0,0.0
1,0.2,0.1,0.31,0.0,0.0
2,0.2,0.1,0.31,0.0,0.0
3,0.2,0.1,0.31,0.0,0.0
4,0.2,0.1,0.31,0.0,0.0
5,0.2,0.1,0.31,0.0,0.0
6,0.2,0.1,0.31,0.0,0.0
7,0.2,0.1,0.31,0.0,0.0
8,0.2,0.1,0.31,0.0,0.0
9,0.2,0.1,0.31,0.0,0.0
10,0.2,0.1,0.31,0.0,0.0
1,0.2,0.1,0.41000000000000003,0.0,0.0
2,0.2,0.1,0.41000000000000003,0.0,0.0
3,0.2,0.1,0.41000000000000003,0.0,0.0
4,0.2,0.1,0.41000000000000003,0.0,0.0
5,0.2,0.1,0.41000000000000003,0.0,0.0
6,0.2,0.1,0.41000000000000003,0.0,0.0
7,0.2,0.1,0.41000000000000003,0.0,0.0
8,0.2,0.1,0.41000000000000003,0.0,0.0
9,0.2,0.1,0.41000000000000003,0.0,0.0
10,0.2,0.1,0.41000000000000003,0.0,0.0
1,0.2,0.1,0.51,0.0,0.0
2,0.2,0.1,0.51,0.0,0.0
3,0.2,0.1,0.51,0.0,0.0
4,0.2,0.1,0.51,0.0,0.0
5,0.2,0.1,0.51,0.0,0.0
6,0.2,0.1,0.51,0.0,0.0
7,0.2,0.1,0.51,0.0,0.0
8,0.2,0.1,0.51,0.0,0.0
9,0.2,0.1,0.51,0.0,0.0
10,0.2,0.1,0.51,0.0,0.0
1,0.2,0.1,0.61,0.0,0.0
2,0.2,0.1,0.61,0.0,0.0
3,0.2,0.1,0.61,0.0,0.0
4,0.2,0.1,0.61,0.0,0.0
5,0.2,0.1,0.61,0.0,0.0
6,0.2,0.1,0.61,0.0,0.0
7,0.2,0.1,0.61,0.0,0.0
8,0.2,0.1,0.61,0.0,0.0
9,0.2,0.1,0.61,0.0,0.0
10,0.2,0.1,0.61,0.0,0.0
1,0.2,0.1,0.7100000000000001,0.0,0.0
2,0.2,0.1,0.7100000000000001,0.0,0.0
3,0.2,0.1,0.7100000000000001,0.0,0.0
4,0.2,0.1,0.7100000000000001,0.0,0.0
5,0.2,0.1,0.7100000000000001,0.0,0.0
6,0.2,0.1,0.7100000000000001,0.0,0.0
7,0.2,0.1,0.7100000000000001,0.0,0.0
8,0.2,0.1,0.7100000000000001,0.0,0.0
9,0.2,0.1,0.7100000000000001,0.0,0.0
10,0.2,0.1,0.7100000000000001,0.0,0.0
1,0.2,0.1,0.81,0.0,0.0
2,0.2,0.1,0.81,0.0,0.0
3,0.2,0.1,0.81,0.0,0.0
4,0.2,0.1,0.81,0.0,0.0
5,0.2,0.1,0.81,0.0,0.0
6,0.2,0.1,0.81,0.0,0.0
7,0.2,0.1,0.81,0.0,0.0
8,0.2,0.1,0.81,0.0,0.0
9,0.2,0.1,0.81,0.0,0.0
10,0.2,0.1,0.81,0.0,0.0
1,0.2,0.1,0.91,0.0,0.0
2,0.2,0.1,0.91,0.0,0.0
3,0.2,0.1,0.91,0.0,0.0
4,0.2,0.1,0.91,0.0,0.0
5,0.2,0.1,0.91,0.0,0.0
6,0.2,0.1,0.91,0.0,0.0
7,0.2,0.1,0.91,0.0,0.0
8,0.2,0.1,0.91,0.0,0.0
9,0.2,0.1,0.91,0.0,0.0
10,0.2,0.1,0.91,0.0,0.0
1,0.2,0.2,0.01,0.0,0.13064580726621955
2,0.2,0.2,0.01,0.0,0.0637717919187703
3,0.2,0.2,0.01,0.0,0.0
4,0.2,0.2,0.01,0.0,0.28061428001595534
5,0.2,0.2,0.01,0.0,0.131250614853739
6,0.2,0.2,0.01,0.0,0.004149566803465572
7,0.2,0.2,0.01,0.0,0.021698417823700356
8,0.2,0.2,0.01,0.0,0.17629181280175427
9,0.2,0.2,0.01,0.0,0.0
10,0.2,0.2,0.01,0.0,0.3213878326996198
1,0.2,0.2,0.11,0.0,0.0
2,0.2,0.2,0.11,0.0,0.0
3,0.2,0.2,0.11,0.0,0.0
4,0.2,0.2,0.11,0.0,0.0
5,0.2,0.2,0.11,0.0,0.0
6,0.2,0.2,0.11,0.0,0.0
7,0.2,0.2,0.11,0.0,0.0
8,0.2,0.2,0.11,0.0,0.0
9,0.2,0.2,0.11,0.0,0.0
10,0.2,0.2,0.11,0.0,0.0
1,0.2,0.2,0.21000000000000002,0.0,0.0
2,0.2,0.2,0.21000000000000002,0.0,0.0
3,0.2,0.2,0.21000000000000002,0.0,0.0
4,0.2,0.2,0.21000000000000002,0.0,0.0
5,0.2,0.2,0.21000000000000002,0.0,0.0
6,0.2,0.2,0.21000000000000002,0.0,0.0
7,0.2,0.2,0.21000000000000002,0.0,0.0
8,0.2,0.2,0.21000000000000002,0.0,0.0
9,0.2,0.2,0.21000000000000002,0.0,0.0
10,0.2,0.2,0.21000000000000002,0.0,0.0
1,0.2,0.2,0.31,0.0,0.0
2,0.2,0.2,0.31,0.0,0.0
3,0.2,0.2,0.31,0.0,0.0
4,0.2,0.2,0.31,0.0,0.0
5,0.2,0.2,0.31,0.0,0.0
6,0.2,0.2,0.31,0.0,0.0
7,0.2,0.2,0.31,0.0,0.0
8,0.2,0.2,0.31,0.0,0.0
9,0.2,0.2,0.31,0.0,0.0
10,0.2,0.2,0.31,0.0,0.0
1,0.2,0.2,0.41000000000000003,0.0,0.0
2,0.2,0.2,0.41000000000000003,0.0,0.0
3,0.2,0.2,0.41000000000000003,0.0,0.0
4,0.2,0.2,0.41000000000000003,0.0,0.0
5,0.2,0.2,0.41000000000000003,0.0,0.0
6,0.2,0.2,0.41000000000000003,0.0,0.0
7,0.2,0.2,0.41000000000000003,0.0,0.0
8,0.2,0.2,0.41000000000000003,0.0,0.0
9,0.2,0.2,0.41000000000000003,0.0,0.0
10,0.2,0.2,0.41000000000000003,0.0,0.0
1,0.2,0.2,0.51,0.0,0.0
2,0.2,0.2,0.51,0.0,0.0
3,0.2,0.2,0.51,0.0,0.0
4,0.2,0.2,0.51,0.0,0.0
5,0.2,0.2,0.51,0.0,0.0
6,0.2,0.2,0.51,0.0,0.0
7,0.2,0.2,0.51,0.0,0.0
8,0.2,0.2,0.51,0.0,0.0
9,0.2,0.2,0.51,0.0,0.0
10,0.2,0.2,0.51,0.0,0.0
1,0.2,0.2,0.61,0.0,0.0
2,0.2,0.2,0.61,0.0,0.0
3,0.2,0.2,0.61,0.0,0.0
4,0.2,0.2,0.61,0.0,0.0
5,0.2,0.2,0.61,0.0,0.0
6,0.2,0.2,0.61,0.0,0.0
7,0.2,0.2,0.61,0.0,0.0
8,0.2,0.2,0.61,0.0,0.0
9,0.2,0.2,0.61,0.0,0.0
10,0.2,0.2,0.61,0.0,0.0
1,0.2,0.2,0.7100000000000001,0.0,0.0
2,0.2,0.2,0.7100000000000001,0.0,0.0
3,0.2,0.2,0.7100000000000001,0.0,0.0
4,0.2,0.2,0.7100000000000001,0.0,0.0
5,0.2,0.2,0.7100000000000001,0.0,0.0
6,0.2,0.2,0.7100000000000001,0.0,0.0
7,0.2,0.2,0.7100000000000001,0.0,0.0
8,0.2,0.2,0.7100000000000001,0.0,0.0
9,0.2,0.2,0.7100000000000001,0.0,0.0
10,0.2,0.2,0.7100000000000001,0.0,0.0
1,0.2,0.2,0.81,0.0,0.0
2,0.2,0.2,0.81,0.0,0.0
3,0.2,0.2,0.81,0.0,0.0
4,0.2,0.2,0.81,0.0,0.0
5,0.2,0.2,0.81,0.0,0.0
6,0.2,0.2,0.81,0.0,0.0
7,0.2,0.2,0.81,0.0,0.0
8,0.2,0.2,0.81,0.0,0.0
9,0.2,0.2,0.81,0.0,0.0
10,0.2,0.2,0.81,0.0,0.0
1,0.2,0.2,0.91,0.0,0.0
2,0.2,0.2,0.91,0.0,0.0
3,0.2,0.2,0.91,0.0,0.0
4,0.2,0.2,0.91,0.0,0.0
5,0.2,0.2,0.91,0.0,0.0
6,0.2,0.2,0.91,0.0,0.0
7,0.2,0.2,0.91,0.0,0.0
8,0.2,0.2,0.91,0.0,0.0
9,0.2,0.2,0.91,0.0,0.0
